2026-04-01T02:08:38.453Z
Mercury,Venus,Earth,Moon,Mars,Jupiter,Io,Ganymede,Europa,Callisto,Saturn,Uranus,Neptune,Pluto
4,95,323,692,722,1413,5760,5805,5980,6068,6472,17263,48035,108391
90
0.00237,-0.00126,-0.00026
0.00226,-0.00118,-0.00080
0.00205,-0.00105,-0.00131
0.00174,-0.00087,-0.00176
0.00135,-0.00064,-0.00211
0.00088,-0.00038,-0.00236
0.00036,-0.00010,-0.00248
-0.00018,0.00019,-0.00246
-0.00070,0.00046,-0.00230
-0.00119,0.00071,-0.00199
-0.00160,0.00092,-0.00157
-0.00191,0.00106,-0.00104
-0.00210,0.00114,-0.00045
-0.00216,0.00115,0.00016
-0.00209,0.00109,0.00077
-0.00189,0.00096,0.00133
-0.00159,0.00078,0.00181
-0.00120,0.00055,0.00220
-0.00074,0.00030,0.00246
-0.00024,0.00003,0.00260
690
1.26186,-0.58759,-0.32646
1.25766,-0.58604,-0.34060
1.25333,-0.58444,-0.35470
1.24887,-0.58277,-0.36876
1.24429,-0.58105,-0.38279
1.23958,-0.57927,-0.39678
1.23474,-0.57742,-0.41073
1.22978,-0.57552,-0.42464
1.22469,-0.57356,-0.43850
1.21947,-0.57154,-0.45232
1.21413,-0.56946,-0.46609
1.20866,-0.56732,-0.47981
1.20306,-0.56513,-0.49348
1.19734,-0.56287,-0.50710
1.19150,-0.56056,-0.52067
1.18553,-0.55818,-0.53419
1.17944,-0.55575,-0.54765
1.17323,-0.55327,-0.56105
1.16689,-0.55072,-0.57439
1.16043,-0.54811,-0.58767
1.15385,-0.54545,-0.60090
1.14715,-0.54273,-0.61405
1.14032,-0.53995,-0.62715
1.13338,-0.53712,-0.64017
1.12631,-0.53423,-0.65313
1.11912,-0.53128,-0.66602
1.11182,-0.52828,-0.67884
1.10440,-0.52522,-0.69158
1.09686,-0.52210,-0.70426
1.08920,-0.51893,-0.71685
1.08143,-0.51570,-0.72937
1.07354,-0.51241,-0.74181
1.06553,-0.50908,-0.75418
1.05741,-0.50568,-0.76646
1.04918,-0.50223,-0.77866
1.04083,-0.49873,-0.79077
1.03237,-0.49518,-0.80280
1.02380,-0.49157,-0.81474
1.01511,-0.48790,-0.82660
1.00632,-0.48419,-0.83836
0.99742,-0.48042,-0.85003
0.98841,-0.47660,-0.86161
0.97929,-0.47273,-0.87310
0.97007,-0.46880,-0.88449
0.96074,-0.46483,-0.89579
0.95130,-0.46080,-0.90698
0.94176,-0.45673,-0.91808
0.93212,-0.45260,-0.92908
0.92237,-0.44842,-0.93997
0.91252,-0.44420,-0.95077
0.90258,-0.43992,-0.96145
0.89253,-0.43560,-0.97203
0.88238,-0.43123,-0.98251
0.87214,-0.42681,-0.99287
0.86180,-0.42234,-1.00313
0.85137,-0.41783,-1.01327
0.84084,-0.41327,-1.02331
0.83022,-0.40867,-1.03323
0.81950,-0.40402,-1.04303
0.80870,-0.39932,-1.05272
0.79780,-0.39458,-1.06229
0.78682,-0.38980,-1.07175
0.77575,-0.38498,-1.08108
0.76459,-0.38011,-1.09029
0.75335,-0.37520,-1.09939
0.74202,-0.37024,-1.10836
0.73061,-0.36525,-1.11720
0.71912,-0.36021,-1.12593
0.70755,-0.35514,-1.13452
0.69590,-0.35002,-1.14299
0.68417,-0.34487,-1.15133
0.67237,-0.33967,-1.15955
0.66049,-0.33444,-1.16763
0.64853,-0.32918,-1.17558
0.63651,-0.32387,-1.18340
0.62441,-0.31853,-1.19109
0.61224,-0.31315,-1.19864
0.60001,-0.30774,-1.20606
0.58770,-0.30229,-1.21335
0.57533,-0.29681,-1.22050
0.56290,-0.29130,-1.22751
0.55040,-0.28575,-1.23438
0.53784,-0.28017,-1.24112
0.52522,-0.27456,-1.24771
0.51254,-0.26892,-1.25417
0.49981,-0.26325,-1.26048
0.48701,-0.25755,-1.26666
0.47417,-0.25182,-1.27269
0.46127,-0.24606,-1.27858
0.44831,-0.24028,-1.28432
0.43531,-0.23446,-1.28992
0.42226,-0.22862,-1.29538
0.40916,-0.22276,-1.30069
0.39602,-0.21687,-1.30585
0.38283,-0.21096,-1.31087
0.36960,-0.20502,-1.31574
0.35632,-0.19906,-1.32046
0.34301,-0.19308,-1.32504
0.32966,-0.18707,-1.32947
0.31627,-0.18105,-1.33374
0.30284,-0.17500,-1.33787
0.28939,-0.16894,-1.34185
0.27589,-0.16285,-1.34568
0.26237,-0.15675,-1.34936
0.24882,-0.15063,-1.35288
0.23524,-0.14449,-1.35626
0.22164,-0.13834,-1.35949
0.20801,-0.13217,-1.36256
0.19436,-0.12599,-1.36548
0.18068,-0.11979,-1.36825
0.16699,-0.11358,-1.37087
